t0,t1,variable,adjust_function,adjust_value,comment

# adjustement to reconstruct continuous snow height
1998-04-28T00:00:00+00:00,,HS1,add,1.0,Not reported. Manual shift suggested by bav.
2000-05-12T00:00:00+00:00,,HS1,add,2.2,Not reported. Manual shift suggested by bav.
2001-06-15T13:00:00+00:00,,HS1,add,1.7,Reported visit. SR1 height before/after (m): 0.0/-3.1
2003-05-09T00:00:00+00:00,,HS1,add,2,Reported visit. SR1 height before/after (m): 0.0/-1.4
2006-05-10T00:00:00+00:00,,HS1,add,2.2,Not reported. Manual shift suggested by bav.
2010-04-28T00:00:00+00:00,,HS1,add,2.6,Not reported. Manual shift suggested by bav.

1998-04-20T00:00:00+00:00,,HS2,add,2,Not reported. Manual shift suggested by bav.
2000-05-12T13:00:00+00:00,,HS2,add,2.2,Not reported. Manual shift suggested by bav.
2003-05-09T00:00:00+00:00,,HS2,add,1.5,Reported visit. SR1 height before/after (m): 0.0/-1.4
2004-06-01T00:00:00+00:00,,HS2,add,0.75,Not reported. Manual shift suggested by bav.
2006-05-07T00:00:00+00:00,,HS2,add,2.5,Not reported. Manual shift suggested by bav.
2014-05-25T16:00:00+00:00,,HS2,add,6.0,Not reported. Manual shift suggested by bav.
2017-05-25T00:00:00+00:00,,HS2,add,2.0,Not reported. Manual shift suggested by bav.

# air temp correction on HW1 and HW2
2009-05-16T00:00:00+00:00,,HW1,air_temp_sonic_correction,0,https://github.com/GEUS-Glaciology-and-Climate/GC-Net-level-1-data-processing/issues/41
2009-05-16T00:00:00+00:00,,HW2,air_temp_sonic_correction,0,https://github.com/GEUS-Glaciology-and-Climate/GC-Net-level-1-data-processing/issues/41

# filters on HW1 and HW2
2009-05-16T00:00:00+00:00,2010-01-01T00:00:00+00:00,HW1,biweekly_upper_range_filter,0.15,Manually filtered by bav
2010-01-01T00:00:00+00:00,2010-05-12T00:00:00+00:00,HW1,biweekly_upper_range_filter,0.3,Manually filtered by bav
2010-05-12T00:00:00+00:00,2020-09-20T00:00:00+00:00,HW1,biweekly_upper_range_filter,0.4,Manually filtered by bav

2009-05-16T00:00:00+00:00,2010-05-12T00:00:00+00:00,HW2,biweekly_upper_range_filter,0.2,Manually filtered by bav
2010-05-12T00:00:00+00:00,2020-09-20T00:00:00+00:00,HW2,biweekly_upper_range_filter,0.4,Manually filtered by bav

2009-05-16T00:00:00+00:00,2020-09-20T00:00:00+00:00,HW1,hampel_filter,2,Manually filtered by bav
2009-05-16T00:00:00+00:00,2020-09-20T00:00:00+00:00,HW2,hampel_filter,2,Manually filtered by bav

2020-10-01T00:00:00+00:00,2021-12-31T00:00:00+00:00,TA1,max_filter,4,Manually filtered by bav
2020-10-01T00:00:00+00:00,2021-12-31T00:00:00+00:00,TA2,max_filter,4,Manually filtered by bav

2008-01-01T00:00:00+00:00,,P,add,-199.653,Adjustement done using another AWS from U. Calg installed in 2016. https://github.com/GEUS-Glaciology-and-Climate/GC-Net-level-1-data-processing/issues/20

1990-01-01T00:00:00+00:00,,TA1,min_filter,-80,

2001-06-15T00:00:00+00:00,2002-05-20T12:00:00+00:00,HW1,add,-1.5,https://github.com/GEUS-Glaciology-and-Climate/GC-Net-level-1-data-processing/issues/26
2001-06-15T00:00:00+00:00,2002-05-20T12:00:00+00:00,HW2,add,-0.86,https://github.com/GEUS-Glaciology-and-Climate/GC-Net-level-1-data-processing/issues/26 Maiken

1999-12-29T00:00:00+00:00,1999-12-31T00:00:00+00:00,HW1,min_filter,0.63, https://github.com/GEUS-Glaciology-and-Climate/GC-Net-level-1-data-processing/issues/39
1999-12-29T00:00:00+00:00,1999-12-31T00:00:00+00:00,HW2,min_filter,1.75, https://github.com/GEUS-Glaciology-and-Climate/GC-Net-level-1-data-processing/issues/39
2001-06-04T00:00:00+00:00,2001-06-06T00:00:00+00:00,HW2,max_filter,2.7, https://github.com/GEUS-Glaciology-and-Climate/GC-Net-level-1-data-processing/issues/39
2001-06-04T00:00:00+00:00,2001-06-06T00:00:00+00:00,HW1,min_filter,1.45, https://github.com/GEUS-Glaciology-and-Climate/GC-Net-level-1-data-processing/issues/39
2003-05-10T00:00:00+00:00,2004-06-13T00:00:00+00:00,HW2,add,0.49, https://github.com/GEUS-Glaciology-and-Climate/GC-Net-level-1-data-processing/issues/40
